subject,question,answer_a,answer_b,answer_c,answer_d,answer,hint
Valuation and Market Analysis (Appraisal),"An increase in value, resulting from improved usability where one or more contiguous lots are joined together under single ownership, would be a definition most appropriately applied to:",severalty ownership.,appurtenance.,plottage.,assemblage.,c,Answer: C. Plottage increment is the increase in value after combining lots. Assemblage is the act of combining one or more contiguous lots under single ownership.
Valuation and Market Analysis (Appraisal),Land value is estimated whenever possible on the basis of:,sales price of comparable sites.,"size, location, and utility.",purchase price plus the cost of making onsite and offsite improvements.,original cost plus the expense of making it usable.,a,"Answer: A. Comparable sales data for estimating the value of land would be used whenever possible; that is, when there is an adequate number of recent sales in a given area with which to compare."
Valuation and Market Analysis (Appraisal),"Of the four appraisal terms listed, which one has the LEAST relation to the others?:",Reconciliation,Comparable,Comparative,Sales,a,"Answer: A. Reconciliation is the final step by the appraiser in any appraisal and is the act of bringing together conclusions in a short concise statement (it can also be calledsummation). The terms sales, comparative, and comparable are used in the sales comparison approach."
Valuation and Market Analysis (Appraisal),"The process of determining market value, investment value, or insurance value as of a specific date would be:",evaluation.,highest and best use.,depreciation.,valuation.,d,"Answer: D. Valuation is the process of estimating market value, investment value, insurable value, or other properly defined value of an identified interest(s) in a specific parcel(s) of real estate as of a given date. Valuation seeks an answer in dollars."
Valuation and Market Analysis (Appraisal),The greatest cause of loss of value to real property and the improvements thereon is:,wear and tear.,lack of maintenance.,deterioration.,obsolescence.,d,"Answer: D. Obsolescence, combining both functional or economic factors, is a much greater cause of depreciation than age and other factors of deterioration."
Valuation and Market Analysis (Appraisal),"In the valuation process, an appraiser would be LEAST concerned with the:",definition of value.,identification of the property rights being appraised.,assessed value.,identification of real estate.,c,Answer: C. Assessed value could be misleading to an appraiser in California because of the limitations placed on assessors by law (Prop. 13). The other choices reflect essential data.
Valuation and Market Analysis (Appraisal),"In the capitalization of net income, the most difficult item for an appraiser to establish is the:",determination of gross income.,effective gross income.,selection of a capitalization rate.,determination of net income.,d,Answer: D. Net income is more difficult to determine than gross income or effective gross income because it involves attaining information on both fixed and variable expenses. Capitalization rates are often based on comparative data readily available to an appraiser.
Valuation and Market Analysis (Appraisal),"On hot days, customers prefer to walk in the shade. Certain locations, due to the sun's fading effect on display window clothing, are the least desirable. Which is the least desirable side of the street for a clothing retailer?:",Southeast,Northwest,Northeast,Southwest,c,"Answer: C. Because of the action of the sun, the southwest sides of the street are best. Therefore the northeast sides of the street are the least desirable corner of the street."
Valuation and Market Analysis (Appraisal),"While appraising a single-family residence that is renting for $640 per month, the appraiser finds that the home across the street recently sold for $90,000 and had been renting at the time of sale for $600 per month. Based on this data, the appraised value would be:","$90,000.00","$124,000.00","$96,000.00","$110,000.00",c,"Answer: C. The use of a gross monthly multiplier indicates a subject property value of $96,000. $90,000 ÷ $600 = 150; 150 x $640 = $96,000"
Valuation and Market Analysis (Appraisal),"In arriving at an estimate of value based on selling prices, the appraiser is most interested in the date the:",buyer and seller agreed on the price.,deed was recorded.,sale went into escrow.,deed was signed.,a,"Answer: A. The buyer and seller agree on a price, and the contract is signed. This would indicate the market value of property on that date. Values taken at any later date would defeat the willing seller-willing buyer concept."
Valuation and Market Analysis (Appraisal),Smith owns an older apartment building and is considering the merits of an expensive remodeling plan. The deciding factor that would be instrumental on his final decision would be the:,effect of the plan on the net income.,potential increases in the real property taxes.,wishes of the tenants.,cost of the plan.,a,"Answer: A. The owner would apply the principle of contribution. He must be sure that the investment in the improvements will produce sufficient additional income to cover the expenditure. If the net income increases adequately, he should go ahead with the plan."
Valuation and Market Analysis (Appraisal),What would contribute to the functional obsolescence of a building?:,Massive cornices on a building,Rotten mud sills,Adverse zoning across the street from the property,Declining neighborhood,a,Answer: A. Functional obsolescence is inherent within the building and arises from poor or outdated architecture. A declining neighborhood and adverse zoning across the street from the property are economic obsolescence. Rotten mud sills are physical deterioration.
Valuation and Market Analysis (Appraisal),Price is the amount:,an informed seller asks for a property.,that a property actually does bring in the open market.,an informed buyer offers for a property.,that a property might bring on the open market.,b,"Answer: B. Price is the amount actually paid for the property. It is distinct from market value, which is the most probable amount a property would likely bring under normal conditions."
Valuation and Market Analysis (Appraisal),"An investment property is appraised at $400,000 based on a net income of $36,000 and a 9% capitalization rate. The value of the property based on a 12% capitalization rate would be:","$300,000.00","$450,000.00","$250,000.00","$423,000.00",a,Answer: A. R x V = I
Valuation and Market Analysis (Appraisal),"The prudent buyer, in purchasing a new home in a new subdivision tract, would most likely choose a home located:",across from the shopping center.,near a bus stop.,in the center of the tract.,on a key lot.,c,"Answer: C. To avoid the main artery along which the bus runs and to avoid the lights, noise, and congestion of the shopping center, the prudent buyer will look to the center of the tract. The surrounding homes create a buffer from these other influences. A key lot tends to be less valuable than lots that are otherwise comparable."
Valuation and Market Analysis (Appraisal),"In appraising a property using the market data approach, how would an appraiser treat a feature value found in the comparable property but not found in the subject property?:",Subtract the value of the amenity from the sales price of the comparable property,Add the value of the amenity to the subject property,Disregard the feature value as no two properties are exactly alike,Treat the amenity as not included in the valuation,a,Answer: A. The appraiser would subtract the value of the amenity from the sales price of the comparable property in order to get an indication of the value of the subject property.
Valuation and Market Analysis (Appraisal),An appraiser determines the accrual for depreciation in using:,market data.,cost.,none of these.,the income approach.,d,Answer: D. The term accrual for depreciation means to provide for future depreciation. This is done by setting aside funds or charging off against the future income an amount to eventually replace or recapture the investment in the improvements. This is usually provided for in the capitalization rate in the income approach. Accrued depreciation (past) is used in the cost approach.
Valuation and Market Analysis (Appraisal),Usefulness of the cost approach is limited when appraising:,in an unusually active real estate market.,a new structure on an appropriate site.,for construction.,an older property with many functional deficiencies.,d,"Answer: D. The usefulness of the cost approach method of appraisal is limited when appraising an older property with many functional deficiencies because of the difficulty in determining all of the accrued depreciation. Appraising a new structure or for construction would probably have little, if any, functional deficiencies. In an unusually active real estate market the comparison approach would be the most significant approach to use, but the cost approach could still be useful."
Valuation and Market Analysis (Appraisal),The gross multiplier is LEAST likely to be used in the appraisal of:,apartment buildings.,a residence.,commercial property.,vacant land.,d,Answer: D. The gross multiplier method involves applying a market-established multiplier to the gross income. Vacant land does not usually produce income.
Valuation and Market Analysis (Appraisal),Two houses were built on two adjacent lots of equal value. Construction costs and maintenance were the same. One house is appraised to be of higher value. What is most likely the reason?:,One house had more wear and tear.,One house was considered to have functional obsolescence.,Both houses were across the street from a nonconforming house that resulted in economic obsolescence.,One house had more economic obsolescence.,b,"Answer: B. One house must have functional obsolescence. Since the properties are in the same location, the same age, and have been maintained the same, the difference in value cannot be attributed to economic obsolescence or wear and tear. As an example, one house may have only a single-car garage or only one bathroom or a less attractive floor plan."
Valuation and Market Analysis (Appraisal),"To find the details of the subfloor, such as size and dimensions of concrete piers, footings, and other detailed construction measurements, a real estate licensee would examine the:",floor plan.,elevation plan.,plot plan.,foundation plan.,d,"Answer: D. A foundation plan will show all the details of the subfloor, such as the size and dimensions of concrete piers footings and other detailed construction measurements. A floor plan is a drawing made to scale showing floor dimensions, room sizes, placement of windows, doors, and partitions, and so forth. A plot plan is a drawing made to scale that reveals lot dimensions, placement of improvements, walks and driveways, and so forth. An elevation plan is a sketch that shows exteriors of a building as it will appear when completed."
Valuation and Market Analysis (Appraisal),"A two story commercial building measures 46′ × 80′ at its base. The height of the first story is 16′ and the height of the second story is 14′. Replacement cost of the first story is calculated at $1.60 per cubic foot; the second story cost is $1.20 per cubic foot. Based on this information, the replacement cost of the building would be:","$61,824.00","$94,208.00","$184,824.00","$156,032.00",d,"Answer: D. First story: 46′ × 80′ × 16′ = 58,880 cu. ft. × $1.60/cu. ft. = $94,208 Second story: 46′ × 80′ × 14′ = 51,520 cu. ft. × $1.20/cu. ft. = $61,824 Total replacement cost = $156,032"
Valuation and Market Analysis (Appraisal),A recommendation for the best appraisal method to be used to estimate the value of a vacant parcel of land would be:,the income approach.,the cost approach.,the sales comparison approach.,an average of the first two methods.,c,"Answer: C. The sales comparison approach lends itself well to the appraisal of land, residences, and other types of improvements that exhibit a high degree of similarity, and for which a ready market exists."
Valuation and Market Analysis (Appraisal),The gross rent multiplier is developed by dividing the:,sales price by the gross monthly income.,gross monthly income by the sales price.,gross monthly income by the assessed value.,gross monthly income by the market value.,a,"Answer: A. To determine the gross monthly multiplier, divide the sales price by the gross monthly income."
Valuation and Market Analysis (Appraisal),An appraiser would consider all of these as contributing to the stability of a neighborhood EXCEPT:,increased density and rapid turnover of population.,"homogeneity of buildings, people, and uses.",many families with children going to school.,residence in the path of urban directional growth.,a,"Answer: A. An increase in density and rapid turnover may occur from undesirable causes. The principle of conformity holds that maximum value is realized when a reasonable degree of homogeneity is present in buildings, uses of property, and income levels of residents."
Valuation and Market Analysis (Appraisal),A prudent buyer would not pay more for a parcel of real estate than he would have to pay for another similar parcel based on the principle of:,highest and best use.,balance.,supply and demand.,substitution.,d,"Answer: D. The principle of substitution holds that when two or more substantially similar properties are available, the one with the lower price receives the greatest demand."
Valuation and Market Analysis (Appraisal),The value measures applied by an appraiser to establish value of industrial land are:,acre and front foot.,acre and square foot.,square foot and front foot.,none of these.,b,Answer: B. Industrial land is valued in terms of dollars per square foot or per acre.
Valuation and Market Analysis (Appraisal),An appraiser using the replacement cost approach on an older residential property would use all of these EXCEPT:,depreciation.,land value.,cost of improvements new.,capitalization of income.,d,Answer: D. Capitalization of net income is unrelated to the cost approach to appraisal.
Valuation and Market Analysis (Appraisal),"To analyze a leased property, an appraiser would consider:",none of these.,"covenants, right of assignment, option for renewal and provisions for disaster, condemnation, improvements, and repairs.",both of these.,"rent and other charges, date, parties, security, and term.",c,"Answer: C. The relationship of contract and economic rental levels is important because of the effect on the value of the fee estate. Contract rent is the rent stated in the contract and economic rent is what you could rent the property for today if it was available. When making a gross income estimate, the appraiser would secure copies of all existing leases for study and would consider all the data in both choices."
Valuation and Market Analysis (Appraisal),The maximum possible income an income property can yield is:,net spendable income.,gross scheduled income.,effective gross income.,net income.,b,"Answer: B. Among the choices presented, gross scheduled income would yield the maximum possible income an income property can yield. ""Scheduled income"" represents the rent currently in effect on the property in question as if the property were fully occupied. If the property has space available, the gross scheduled income would be at the rent levels currently obtainable for the space in the local market. This represents the maximum income the property could achieve."
Valuation and Market Analysis (Appraisal),Productivity is a direct function of:,demand.,use.,supply.,value.,d,"Answer: D. The productivity of real estate is the income it produces. Income and value will vary directly and proportionately. Thus, each is a function of the other."
Valuation and Market Analysis (Appraisal),Which is the most expensive and difficult type of appraisal?:,Quantity survey,Square-foot cost,Development,Unit-in-place cost,a,"Answer: A. In the quantity survey method, an estimate of the quantity and grade of each type of material, labor hours required, overhead, insurance, and contractor's profit must be considered. It is a very detailed and expensive appraisal to perform."
Valuation and Market Analysis (Appraisal),"In the narrative form of appraisal report, where would the property value be stated?:",Description of use,Description of the neighborhood,Purpose of the appraisal,Legal description of the property,c,Answer: C. The beginning or cover letter in a narrative form of appraisal sets forth the purpose of the appraisal and the final opinion of value. Everything that follows in this most comprehensive form of appraisal is the appraiser's data to support the appraiser's conclusion.
Valuation and Market Analysis (Appraisal),"When property tax increases and all other items remain the same, an income property:",increases in value by the amount of the taxes.,decreases in value by more than the amount of the taxes.,decreases in value by the amount of the taxes.,increases in value by more than the amount of the taxes.,b,"Answer: B. The property will decrease in value by more than the amount of the taxes based on the reduced annual net income (assume a $500 tax increase and a 10% capitalization rate; loss of value would be $5,000)."
Valuation and Market Analysis (Appraisal),Which statement is NOT true with respect to depreciation as determined by an appraiser?:,It is inherent in the property and not created by outside influences.,It can be computed for both past and future.,It can be determined by more than one method of appraisal.,It is loss of value from any cause.,a,"Answer: A. Depreciation can be from either inherent or extraneous causes. Economic/social obsolescence is an outside factor that can have a great impact on value. Examples include an increase in interest rates, and increase in crime in the neighborhood, zoning, and rent control."
Valuation and Market Analysis (Appraisal),Which would LEAST likely affect the stabilization of value on a singlefamily residence in a residential neighborhood?:,Private restrictions,Availability of public transportation,Newness,Zoning,c,Answer: C. Newness in itself would not be a stabilizing influence. Zoning regulations and private restrictions generally have as their primary function the protection and stabilization of property values. Availability of public transportation has always been a significant factor influencing property values in most residential areas.
Valuation and Market Analysis (Appraisal),In which appraisal approach may an appraiser be asked to predict the future value of a property?:,Capitalization,Summation,Market,Cost,a,"Answer: A. In the income approach (capitalization) an appraiser may be asked to project a series of possible developments on a site in order to establish the highest and best use of the land. In that sense the appraiser would be predicting values of certain hypothetical future developments. Generally, the value conclusion in an appraisal report can be made for any date in the past, but not for any date in the future. Capitalization is based on the principle of anticipation."
Valuation and Market Analysis (Appraisal),The recognized definition of highest and best use includes the term:,multiple units.,income production.,effective gross income.,net return.,d,"Answer: D. The BRE defines highest and best use as ""that use which at the time of an appraisal is most likely to produce the greatest net return to the land and/or buildings over a given period of time."""
Valuation and Market Analysis (Appraisal),The expenditure of dollars necessary for the creation of an improved residential property is called its:,cost.,value.,price.,investment.,a,"Answer: A. Cost, as it applies to real estate, means the amount expended (labor, material, and/or money) in acquiring or producing the commodity."
Valuation and Market Analysis (Appraisal),"If an appraiser does not adhere to appraisal standards (USPAP) for the purpose of defrauding an FDIC insured lender, the appraiser could be guilty of:",a felony.,violating Bureau of Real Estate rules and regulations.,an ethics violation.,a misdemeanor.,a,Answer: A. Submitting false information to a lender for the purpose of inducing the lender to make a loan is a felony. OREA could also remove the appraiser's license.
Valuation and Market Analysis (Appraisal),Which approach to a value estimate tends to set the upper limit of value?:,Income,Replacement cost,Comparative sales,Market comparison,b,Answer: B. The cost to replace a like property usually sets the upper limit of value.
Valuation and Market Analysis (Appraisal),"If the gross annual income is $56,400 and the yearly net income is 15% of that amount, the monthly net income is:",$705.00,$638.00,$683.00,$819.00,a,"Answer: A. $56,400 gross annual income x 0.15 = $8,460 annual net income $8,460.00 ÷ 12 months = $705.00"
Valuation and Market Analysis (Appraisal),A salesperson obtained a listing and the salesperson stated that his broker will later appraise the property to verify the listing price. Which statement is correct?:,The broker cannot legally appraise the property.,The broker may make an appraisal only if the broker is also a state-licensed or state-certified appraiser.,The broker can make the appraisal but must charge a separate fee for this activity.,The broker can make the appraisal if he prepares a narrative report that sets forth his extensive qualifications.,b,"Answer: B. Under the California Appraiser Licensing and Certification Law, an appraiser must be licensed or certified for a ""federally related real estate appraisal activity."" The term appraisal does not include an opinion given by a real estate licensee in the ordinary course of business, and such an opinion shall not be referred to as an appraisal. A broker or salesperson may do a ""competitive market analysis,"" for example, but may not term it an appraisal."
Valuation and Market Analysis (Appraisal),The best definition of capitalization is:,the highest rate of return on an investment.,the relationship between value and net worth.,the result of dividing net income by a percentage rate of return to determine value.,the minimum rate of return on an investment.,c,"Answer: C. The process of capitalization is ""dividing net income by a percentage rate of return to determine value."" The capitalization rate is the relationship between value and net income, not net worth."
Valuation and Market Analysis (Appraisal),It is known that a prudent buyer will not pay more for a property than the price of another suitable property if there is no undue delay in acquiring the other property. This is considered the principle of:,substitution.,contribution.,competition.,anticipation.,a,Answer: A. This is one expression of the principle of substitution.
Valuation and Market Analysis (Appraisal),An apartment house under construction has many prospective renters. The city now wants to widen the street. This change results in a 10% loss of renters. This loss would be an example of:,physical deterioration.,physical obsolescence.,functional obsolescence.,economic obsolescence.,d,Answer: D. Economic obsolescence is a loss in value due to factors outside of the subject property that adversely affect its value.
Valuation and Market Analysis (Appraisal),A roof that slopes upward from all four sides and is joined at the ridge is called a:,hip roof.,gable roof.,mansard roof.,gambrel roof.,a,Answer: A. The roof described is a hip roof.
Valuation and Market Analysis (Appraisal),"In the appraisal of property, the principle of substitution would apply to:",the cost approach.,any of these.,the sales comparison approach.,the income approach.,b,Answer: B. The principle of substitution applies to all three approaches to estimating value.
Valuation and Market Analysis (Appraisal),The expansion and contraction of available space to meet demand is stimulated most by market fluctuations of:,permanence of residence.,elasticity of demand.,prices and rents.,financing terms.,c,"Answer: C. If prices to build are relatively low and rents are high, builders will expand the available space to meet demand."
Valuation and Market Analysis (Appraisal),The basic economic characteristic that best expresses real estate value is:,high replacement cost.,maximum utility of available resources.,the prospect of speculative gain.,proximity to high rentals.,b,"Answer: B. The four elements of value are demand, utility, scarcity, and transferability. Nothing can have value, including real estate, unless it possesses some degree of utility and scarcity. A parcel of real estate will not have value primarily because it has high replacement cost; proximity to high rentals; or has the prospect of speculative gain, even though these circumstances can influence value."
Valuation and Market Analysis (Appraisal),An increase in the appraised value of property that is considered an unearned increment would most probably result from:,increase in population.,increase in amenities.,capital improvements.,management expenses.,a,Answer: A. Unearned increment is an increase in value of real estate due to no effort on the part of the owner; it is often due to increase in population. Amenities may or may not be due to the owner's effort.
Valuation and Market Analysis (Appraisal),All of these statements about depreciation are true EXCEPT:,it can be a loss of value due to wear and tear.,it includes all influences that reduce the value of property below replacement cost.,it is a loss of value from any cause.,it always is concerned with intrinsic factors but never with extraneous factors.,d,Answer: D. Depreciation can be from either inherent (inside) or extraneous (outside) factors.
Valuation and Market Analysis (Appraisal),"A comprehensive method of estimating a building cost including labor, material, overhead, and profit is considered in which method?:",All of these,Quantity survey,Unit-in-place,Comparative cubic or square foot measurements,b,"Answer: B. All building cost estimates should include both direct construction costs and indirect costs. Direct costs are those for material and labor, generally including the contractor's overhead and profit. However, the most comprehensive method of cost estimating is the quantity survey method."
Valuation and Market Analysis (Appraisal),Functional utility in a dwelling is dependent upon:,zoning in the area.,the condition of heating system.,the desires of its occupants.,its floor plan and equipment.,c,"Answer: C. For a dwelling to have utility, it must have the power to give satisfaction or arouse desire for possession. The functional utility of a property is the sum of its (1) attractiveness (e.g., architecture) and (2) usefulness or utility. Therefore, the functional utility in a dwelling is dependent upon the desires of its occupants."
Valuation and Market Analysis (Appraisal),Amenities of residential real estate are:,related to its capacity to provide shelter effectively.,measurable on the market.,the property's physical attributes.,not considered by appraisers because they are intangible qualities.,b,"Answer: B. menities are the attractive or desirable features of a home or neighborhood. These may be physical attributes or perhaps the neighborhood's attitude toward schools, well-kept lawns, et cetera. These may be tangible or intangible qualities measurable on the market."
Valuation and Market Analysis (Appraisal),"menities are the attractive or desirable features of a home or neighborhood. These may be physical attributes or perhaps the neighborhood's attitude toward schools, well-kept lawns, et cetera. These may be tangible or intangible qualities measurable on the market.:",appraise for highest and best use and deduct the cost of demolition.,appraise for highest and best use and disregard the cost of demolition.,add the salvage value of the building.,ignore the building.,a,"Answer: A. If there is an existing structure on the property, the appraiser will value the land for its highest and best use as if vacant, but must allow a reduction for the cost of removal of the structure."
Valuation and Market Analysis (Appraisal),An investment that would best hold its value as a hedge against inflation would be a(n):,investment similar to an annuity.,no risk investment.,investment that has a high degree of liquidity.,income-producing investment that would maintain its value.,d,Answer: D. An income-producing investment that would maintain its value does so by providing an increased income when inflation makes money worth less. The property thus keeps its exchange value compared to other properties and so protects against inflation.
Valuation and Market Analysis (Appraisal),"If there is a transition from a buyer's market to a seller's market, what would be the result?:",Sales prices would decrease because of a decrease in demand and an increase in supply.,Sales prices would increase because of an increase in demand and a lag in supply.,It would have no effect on the price.,It would cause a decrease in land development and construction of new homes.,b,"Answer: B. A seller's market is characterized by an increase in demand and a decrease in supply. In these circumstances, sales prices tend to increase."
Valuation and Market Analysis (Appraisal),"To an investor in real property, cash flow means:",income left after deducting taxes from net income.,"monies left after deducting operating expenses, interest, and principal payments from gross income.",net income used for capitalization purposes.,gross income less an allowance for vacancies.,b,Answer: B. Cash flow refers to the money the investor has at the end of the year after deducting operating expenses and debt service (principal and interest payments) from the net operating income.
Valuation and Market Analysis (Appraisal),"A nice yard, beautiful trees, and good neighbors usually increase the value of residential property. These things are known as:",bilaterals.,tangibles.,coordinates.,amenities.,d,Answer: D. Amenities are the features of a property and the surrounding areas that add to its value or desirability.
Valuation and Market Analysis (Appraisal),"The fluctuations (activities) of the money market are extremely important to the real estate business. When interest rates go up and the income of a property is fixed, the capitalized value of the property will:",decrease.,increase.,be unaffected in a short term.,tend to stabilize.,a,Answer: A. Amenities are the features of a property and the surrounding areas that add to its value or desirability. Finance (Real Estate Math)
Finance,A low loan-to-value ratio indicates a:,government-guaranteed loan.,high equity.,large loan.,low down payment.,b,"Answer: B. A low loan-to-value ratio indicates a high equity. A loan to value ratio of $60,000 to $100,000 is lower than one of $80,000 to $100,000. In the first case, the owner has an equity of $40,000; in the second case, the equity is only $20,000."
Finance,"A seller takes back a note and second deed of trust for $11,220 and sells it immediately for $7,293. The amount of the discount on the note is most nearly:",65%.,28%.,35%.,54%.,c,"Answer: C. % × Paid = Made % × $11,220 = ($11,220 – $7,293) = $ 3,927 Discount ""made"" $3,927 ÷ $11,220 = 0.35 = 35%"
Finance,"Smith asked a broker to help secure a $19,000 loan for five years using his house as collateral. The appraised value of the residence was $80,000 and was completely free of liens and encumbrances. The broker would likely fail to succeed if she attempted to secure the loan through a(n):",private lender.,insurance company.,savings and loan.,commercial bank.,b,"Answer: B. Since 1965, insurance companies have steadily withdrawn from mortgage lending on individual residences. Smith would have a better chance of receiving his loan from one of the other three lenders."
Finance,The loan-to-value ratio in a mortgage is defined as:,monthly payment of the loan on a mortgage.,amount of a loan as a percentage of the purchase price.,amount of a loan as a percentage of the appraised value.,amount of a loan as a percentage of the assessed value.,c,"Answer: C. The loan-to-value ratio is the amount of the loan as a percentage of the appraised value. Example: An $80,000 loan on a property appraised at $100,000 would have a loan-to-value ratio of 80%."
Finance,Under which loan transaction would the lender have the best opportunity to secure a deficiency judgment in the event of a default and foreclosure?:,A second trust deed and note executed by the buyer in favor of the seller of a 10-unit apartment,"A first trust deed and note executed in favor of a conventional lender, the proceeds being used to purchase a single-family residence",A first trust deed and note taken back by a subdivider as part of the purchase price of an unimproved lot,"A first trust deed and note executed in favor of a private lender to secure a loan, the proceeds of which were used to purchase an automobile",d,"Answer: D. The law will not permit a deficiency judgment on any type of loan in which the seller is the beneficiary, nor will it permit an outside lender to obtain a deficiency judgment on a loan used to purchase an owner-occupied residential property of four or fewer units."
Finance,"In making a decision with regard to a proposed real estate loan for a borrower, lenders normally seeks to minimize:",overall net yield.,the number of substandard loans in their portfolio.,"a borrower's difficulties with regard to the results of divorce, death, or unforeseen events.",loan-to-value ratio.,d,"Answer: D. Lenders generally seek to minimize the number of substandard loans in their portfolios, thus reducing their risk of loss. A lender sometimes reduces the allowable loan-to-value ratio for a specific borrower to reduce the risk in making that loan, but the lender does not want to minimize the loan-tovalue ratio."
Finance,What was the purpose of the enactment of the Equal Credit Opportunity Act?:,To prohibit discrimination by lenders based on sex or marital status,To regulate the amount of credit extended by a lender,To standardize the minimum requirement for obtaining credit,To minimize the cost of credit,a,"Answer: A. The purpose of the Equal Credit Opportunity Act is ""...to prohibit lenders from discriminating against credit applicants on the basis of race, color, religion, national origin, sex, marital status, and age (providing applicant has legal capacity)."" To prohibit discrimination by lenders based on sex or marital status, taken out of context, is not a true statement, but viewed in context, is the best choice given."
Finance,Junior loans that are available today can be secured through:,individual lenders or private lenders.,savings and loans.,all of these.,commercial banks.,c,"Answer: C. While banks, savings and loan associations, and mortgage bankers are more interested in primary loans, they have expanded their market of junior loans with home equity loans and lines of credit. Many junior loans are also placed through individual lenders or private lenders."
Finance,A balloon payment would be a characteristic of a(n):,partially amortized loan.,standing loan.,amortized loan.,self-liquidating loan.,a,"Answer: A. A partially amortized loan is not fully paid off in installments. On the due date, the balance is paid off in a lump sum called a balloon payment because it substantially exceeds any individual installment. The term ""amortized"" loan generally means ""fully amortized."" This is a loan fully paid off by installments over its term."
Finance,"A builder is selling a house that he had built under a blanket encumbrance. Under normal procedure, the instrument that would be requested of the beneficiary would be a:",quitclaim deed.,partial reconveyance deed.,grant deed.,warranty deed.,b,"Answer: B. A partial reconveyance deed would reconvey the legal title to a specified lot or lots to the trustor in return for a partial payment on the trust note balance, thus releasing a specified lot or lots from under the blanket encumbrance."
Finance,Liquidation of a financial obligation on an installment basis is:,conventional.,acceleration.,amortization.,conversion.,c,Answer: C. This is one way of defining amortization.
Finance,"In real estate financing, lenders will sometimes refer to ""nominal rate"" when granting a loan. This means:",that the rate of interest in the final granting of the loan will be greater than the commitment.,the maximum rate of interest allowed by law is obtainable on financing a property.,the rate of interest specified in the promissory note.,"points will be required, as the rate required by the lender would exceed the legal rate of interest.",c,"Answer: C. The word nominal stems from the word ""name"" and is the rate named in the note."
Finance,"In real estate financing, reference is sometimes made to take-out loans. This refers to:",the net amount after points and prepaid interest are deducted.,a long-term loan after construction.,a blanket encumbrance.,a construction loan.,b,"Answer: B. A take-out loan is the long-term financing that replaces the interim construction loan. It ""takes"" the construction lender ""out"" of the financing picture."
Finance,"Jones was paying $550 per month to the bank. After the bank deducted interest, $43.85 was applied to the principal. If the outstanding loan balance was $56,500, what was the rate of interest on Jones's loan?:",10.75%,9.50%,11.50%,8.75%,a,"Answer: A. $550 – $43.85 = $506.15 interest for the month $506.15/month × 12 months = $6,073.80 annual interest (R × T) × P = I (R × T) × $56,500 = $6,073.80 (R × T) = $6,073.80 ÷ $56,500 = 0.1075 = 10.75%"
Finance,Which type of financing would LEAST likely create a need for a cash down payment from a borrower?:,Cal-Vet,VA,Conventional,FHA,b,"Answer: B. A down payment is not a requirement of a Veterans Administration guaranteed loan (unless the certificate of reasonable value is less than the purchase price). However, the lender may require one. Conventional loans nearly always require some down payment, and FHA and Cal-Vet loans do require down payments."
Finance,Impounds are used as a safety measure to insure payment of certain recurring bills. A lender might require a borrower to make deposits into an impound account with each monthly payment. Which payment would LEAST likely be part of the impound deposit?:,Mortgage interest,Homeowners' association fees,Assessment bond payments,Property taxes,a,"Answer: A. Mortgage interest is paid to the lender as income to the lender and is not held in an impound account. Property taxes, homeowners' association fees, and assessment bond payments are owed to someone other than the lender and might result in a default if not paid. To protect against that risk the lender might ask that deposits for each of these be made into an impound account controlled by the lender to ensure that such obligations be paid."
Finance,"A developer bought 10 lots valued at $1,000 each with a 20% down payment, and the seller carried back the mortgage. The developer wants additional financing from a lender for construction purposes. What would LEAST likely protect the lender of the construction loan?:",Physical inspection of the property,A posted notice of nonresponsibility,A subordination agreement in the purchase money deed of trust,An ALTA title insurance policy,b,Answer: B. A notice of nonresponsibility (for mechanics' liens) would have no effect on the construction lender. A physical inspection of the property is very important to a construction lender to make certain that no work has started on the construction project before the construction loan trust deed is recorded. A subordination clause in the purchase money trust deed is required for the construction loan to have first priority. An ALTA title insurance policy is normally required by all institutional lenders.
Finance,"A due-on-sale clause, whether it is enforceable or not, contained in a mortgage or trust deed is a type of:",executed clause.,defeasible clause.,acceleration clause.,legally enforceable clause.,c,"Answer: C. A ""due-on-sale"" clause, also called an alienation clause, is a form of an acceleration clause found in some mortgages or trust deeds authorizing the lender to call the loan when the property is conveyed. This clause eliminates the new buyer's assuming the mortgage unless the mortgagee permits the assumption, in which case the mortgagee could increase the interest rate and/or charge an assumption fee."
Finance,A certain lender has the following lending policies and characteristics: makes many loans on commercial properties; makes relatively few construction loans; usually seeks to avoid administering loans; prefers to make long-term loans. This describes which lender?:,Savings and loan associations,Federal savings and loans,Life insurance companies,Mortgage companies,c,Answer: C. The characteristics listed describe those of an insurance company.
Finance,Who benefits most from a subordination clause in a trust deed?:,Beneficiary,Trustor,None of these,Trustee,b,"Answer: B. A subordination clause benefits the trustor (borrower) by making it easier for the borrower to obtain additional financing using the title of the same property as security. The lender of a prior loan that includes such a clause agrees to relinquish the priority of his or her trust deed to specified financing to be obtained by the borrower at a later date. Without a subordination clause, a construction lender, desiring first position, would be unwilling to finance the improvements unless the first loan was paid."
Finance,"A statement provided by the payor on a promissory note that would list payments, term period of the note, principal balance, interest, et cetera is called:",request for partial reconveyance.,release clause.,beneficiary statement.,offset statement.,d,Answer: D. An Offset Statement is customarily obtained from the property owner when existing mortgages or trust deeds are assigned to an investor. It sets forth the true condition of the mortgage lien and states whether the property owner has any claims that do not appear in the instrument being purchased by the investor. The offset statement is obtained in addition to the beneficiary statement from the lender.
